Latitude,Longitude
-26.57340,148.79020
-27.60240,151.91400
-27.56120,151.95170
-27.54350,151.92530
-27.61650,152.78990
-27.59620,152.74560
-27.45600,152.65290
-27.60890,152.76160
-27.71720,151.63120
-27.56270,152.42230
-27.57150,151.97650
-28.65370,151.93530
-28.21490,152.03150
-27.66213,152.74030
-27.66360,152.89180
-27.62500,152.85610
-27.55910,152.95050
-27.61010,152.89830
-27.57060,152.79820
-27.53120,153.02320
-27.54880,152.93840
-27.55330,152.97500
-27.64530,152.87070
-27.53250,152.98140
-27.52280,152.74028
-27.49190,153.21900
-27.52200,153.19480
-27.52360,153.19010
-27.52630,153.26790
-27.47450,153.15590
-27.58730,153.28040
-27.58620,153.28480
-27.45630,153.15510
-27.44440,153.17190
-27.51160,153.03230
-27.45100,153.05690
-27.50080,153.03670
-27.50070,153.07640
-27.47160,153.09970
-27.50430,153.10220
-27.49370,153.05710
-27.49840,152.97320
-27.50650,152.94750
-27.46690,153.07850
-27.57620,153.02550
-27.63150,153.04650
-27.61190,153.05270
-27.58970,153.08660
-27.56170,153.08220
-27.59840,152.97320
-27.53920,153.08000
-27.59640,152.95900
-27.57030,153.06510
-27.61050,153.05550
-27.98580,152.99560
-27.66200,153.03970
-27.65960,153.03970
-27.62450,152.96820
-27.73680,152.98320
-27.83060,153.02510
-27.64240,153.11850
-27.69650,153.03910
-27.67790,152.90300
-27.71810,153.20620
-27.63360,153.13850
-27.67020,153.19120
-27.71160,153.16140
-27.76610,153.10790
-27.66050,153.17200
-27.67710,153.08150
-27.66880,153.13760
-27.61420,153.12650
-27.60710,153.10970
-27.85240,153.33620
-27.85210,153.30060
-27.85252,153.31329
-27.93440,153.39040
-27.92860,153.33670
-27.87764,153.36397
-27.78600,153.25190
-27.89040,153.31190
-27.94560,153.32410
-27.82460,153.31680
-27.91370,153.40150
-27.98750,153.38450
-27.96840,153.41560
-28.02920,153.38700
-28.00060,153.42720
-28.04510,153.40830
-27.99980,153.33890
-28.02940,153.43150
-28.03690,153.42550
-27.96184,153.38720
-28.00262,153.43111
-28.00240,153.43040
-28.09632,153.44179
-28.16790,153.53750
-28.13350,153.46770
-28.07940,153.36570
-28.12010,153.45260
-28.10640,153.40500
-28.07860,153.38600
-28.07620,153.38670
-28.20230,153.54670
-28.17240,153.54430
-28.85760,153.55920
-28.87170,153.56150
-28.64720,153.61217
-28.33210,153.56900
-28.8636,153.0495
-28.82300,153.32790
-28.25610,153.57440
-28.81060,153.27660
-28.81050,153.28540
-28.55070,153.50330
-35.076361,138.592191
-23.699217,133.881352
-34.947474,138.625939
-12.48308,130.985549
-34.285943,140.60233
-35.02161,138.615907
-34.680467,138.703626
-34.9146616,138.5659033
-35.016013,138.522207
-31.96699299,141.454289
-12.375299,130.880256
-34.207002,142.138796
-35.139673,138.478235
-33.83192197,138.61123
-35.143604,138.491895
-12.525569,131.045497
-34.96758833,138.5900748
-12.459892,130.84042
-34.717651,138.666389
-34.89437199,138.531694
-12.473091,130.983104
-34.59735172,138.7448797
-34.856337,138.656216
-34.980086,138.520201
-34.79041698,138.697474
-34.773043,138.728301
-35.505466,138.777709
-12.183754,136.787194
-35.077257,138.516446
-34.93219,138.561869
-34.767312,138.623525
-12.574447,131.101262
-33.964369,137.71443
-12.40154,130.916096
-14.462908,132.260299
-34.875405,138.548857
-12.378176,130.896585
-34.451254,140.57157
-34.895519,138.638164
-35.015359,138.546073
-34.926428,138.651068
-34.809875,138.616905
-34.186068,142.158966
-37.596415,140.35335
-34.975826,138.609733
-34.809742,138.685892
-35.122769,138.523452
-37.826514,140.774426
-37.80791192,140.7934405
-35.065491,138.856881
-35.11984,139.276173
-36.956882,140.741739
-34.886639,138.690387
-12.390269,130.851687
-34.85782798,138.636115
-34.875336,138.601426
-34.80994797,138.652691
-34.76236399,138.645347
-34.764452,138.607826
-34.670346,138.678879
-32.487803,137.766511
-34.722316,135.859095
-33.179101,138.00994
-34.177667,140.741788
-30.561926,136.896553
-34.92244876,138.6026009
-35.190609,138.478898
-35.1724086,138.4838462
-34.741073,138.606007
-35.007711,138.721573
-35.260111,138.89109
-34.83109996,138.687338
-34.95096199,138.607408
-35.553113,138.621754
-34.666544,138.560499
-34.17879,139.986286
-34.893951,138.619085
-34.877323,138.492858
-33.020937,137.541587
-33.026803,137.53115
-35.103031,138.554222
-38.358316,142.445898
-37.055507,142.780252
-37.283354,142.928038
-38.341078,143.585488
-38.383338,142.519245
-37.7443,142.024768
-38.345385,141.603671
-36.716659,142.197132
-38.232311,143.150431
-38.377181,142.480403
-38.171481,144.550716
-38.118403,144.653335
-38.172752,144.568338
-38.170484,144.391471
-38.33158499,144.324269
-38.169401,144.3922325
-38.230696,144.37287
-38.30774,144.329698
-38.258225,144.548203
-38.173194,144.324147
-38.19858,144.320022
-38.022586,144.408546
-38.14537597,144.335467
-38.089656,144.336791
-38.13751,144.348051
-38.044969,144.172036
-38.074162,144.358659
-38.1620792,144.3058119
-37.87767396,144.682272
-37.89974397,144.664232
-37.887827,144.607877
-37.83969,144.675691
-37.86696,144.746053
-37.86293598,144.685485
-37.834768,144.846357
-37.882485,144.700339
-37.857328,144.882917
-37.883974,144.735319
-37.896988,144.7276
-37.781108,144.829325
-37.781478,144.865012
-36.767024,144.265417
-36.7644,144.281816
-37.248432,144.45219
-36.705024,144.316194
-36.755513,144.284263
-36.773826,144.306088
-37.542375,143.787281
-37.58628791,143.8400785
-37.04609399,143.740661
-37.564802,143.862673
-37.540005,143.830824
-37.590427,143.805629
-37.535446,143.82289
-37.577976,144.727353
-37.410984,144.979556
-37.569138,144.920111
-37.63881597,144.932866
-37.59852,144.938015
-37.688105,144.882439
-37.6801637,144.9198978
-37.713369,144.888717
-37.575315,144.920848
-37.67292797,145.015238
-37.65189399,145.023672
-37.628391,145.02788
-37.59409,144.713684
-36.13911199,146.891686
-36.72778799,146.959
-36.550665,145.988329
-36.35423,146.323653
-36.04860896,146.936092
-36.07925,146.921117
-36.120236,146.886231
-36.04298399,146.989234
-35.999097,146.3912
-35.920331,145.646519
-36.01540383,146.0041832
-37.02419527,145.134761
-36.39563198,145.354428
-35.33771165,143.558096
-36.382989,145.412835
-36.13027498,144.751284
-36.3877086,145.423754
-36.106931,144.750706
-35.73416498,143.9167217
-36.31270319,145.0471304
-37.868501,144.97936
-37.862272,145.027382
-37.811511,144.964813
-37.820631,144.943858
-37.830734,144.957744
-37.840373,145.008309
-37.837445,144.996201
-37.847676,144.993143
-37.79588,144.940329
-37.798209,144.968119
-37.797407,144.980521
-37.729776,144.983914
-37.73778698,145.002942
-37.767899,144.921652
-37.76869898,144.959853
-37.751253,145.003258
-37.740508,145.028404
-37.77568,144.963065
-37.744892,144.96474
-37.809903,144.995493
-37.889239,145.040629
-37.768931,145.041549
-37.759138,145.068861
-37.813008,145.08271
-37.806059,145.031316
-37.829904,145.058286
-37.833861,145.07722
-37.887827,145.056661
-37.88449,145.058147
-37.69733999,144.778183
-37.77012598,144.886592
-37.75259599,144.777691
-37.787467,144.928261
-37.69767164,144.7804303
-37.744542,144.801806
-37.70004,144.764617
-37.701863,144.801938
-37.685451,144.56708
-37.686306,144.563927
-37.749849,144.86068
-37.737332,144.892342
-37.729698,144.742584
-37.919411,145.042048
-37.980924,145.06199
-37.915469,144.995196
-37.93362599,145.039638
-37.94917185,145.0417538
-37.937206,145.002254
-37.95905366,145.0539283
-37.983564,145.132809
-37.94114497,145.101765
-37.924001,145.082485
-37.90089799,145.089907
-37.984321,145.076444
-37.993373,145.172353
-38.012662,145.160401
-38.0533,145.244
-38.085527,145.315652
-38.0175,145.30406
-38.032963,145.267613
-38.08227999,145.276276
-38.030078,145.345067
-37.98862496,145.218059
-38.0680464,145.2984274
-38.00475,145.250942
-38.0078,145.086898
-38.101859,145.184101
-38.067823,145.143726
-38.054106,145.115587
-38.152749,145.165594
-38.152749,145.165594
-38.141864,145.20823
-38.107894,145.282314
-38.099558,145.294531
-38.103049,145.325456
-38.109842,145.125755
-38.18360899,145.089178
-38.24626598,145.04598
-38.223575,145.040941
-38.3596847,144.8904686
-38.22337696,145.172329
-38.19472343,145.1593377
-38.37216893,144.8296167
-38.308224,145.190932
-38.140691,145.124824
-38.355148,144.9076
-37.878427,145.127522
-37.83615197,145.163874
-37.83627297,145.185186
-37.81922699,145.123605
-37.866443,145.093759
-37.852321,145.134588
-37.81142,145.153255
-37.83169099,145.147552
-37.887357,145.079693
-37.874901,145.165266
-37.935279,145.189358
-37.909903,145.189624
-37.649514,145.068879
-34.034000,151.100000
-37.668601,145.062063
-37.648694,145.06736
-37.656258,145.079992
-37.588582,145.136779
-37.712799,145.045809
-37.77387997,145.114281
-37.704509,145.100199
-37.684763,145.135864
-37.714447,145.149645
-37.695074,145.058804
-37.788578,145.157172
-37.76350699,145.166572
-37.786665,145.125993
-37.82226699,145.301895
-37.841636,145.262362
-37.813836,145.228674
-37.75714,145.313271
-37.759142,145.347807
-37.78165297,145.612448
-37.799684,145.283037
-37.777316,145.458883
-37.80230399,145.312198
-37.953473,145.151956
-37.974963,145.258132
-37.928128,145.445232
-37.861294,145.284807
-37.908422,145.355075
-37.88864396,145.294867
-37.92057798,145.2357
-37.87605898,145.409013
-37.899102,145.232099
-37.88284,145.277575
-38.452929,145.239172
-38.197796,145.484894
-38.135476,145.858076
-38.047794,145.370392
-38.605153,145.588375
-38.160154,145.930125
-38.074724,145.434937
-38.076465,145.483699
-38.063,145.437294
-37.88105199,147.986434
-37.966583,146.975511
-38.23670941,146.4291934
-38.107472,147.061077
-37.825031,147.630206
-38.1964404,146.5339421
-38.47633299,145.943511
-38.17660899,146.264851
-38.314957,146.41949
-38.565153,146.676715
-41.161052,146.535255
-41.156161,146.170462
-41.177705,146.356044
-41.068796,145.90123
-40.988965,145.72877
-40.84137299,145.123116
-41.5246,146.65298
-41.10757,146.822936
-41.413208,147.100765
-41.161721,147.515104
-41.464341,147.161259
-41.480461,147.126154
-41.364834,147.040275
-41.405833,147.13294
-41.440401,147.136735
-42.781012,147.563703
-42.834327,147.27676
-42.846493,147.353375
-42.880245,147.406721
-42.866446,147.368385
-42.790559,147.254804
-42.738893,147.245824
-42.782754,147.062913
-42.894953,147.326816
-42.845945,147.294201
-42.980312,147.303014
-42.857494,147.30374
-42.874576,147.324826
-43.028204,147.048676
-42.880357,147.328606
-42.977327,147.309015
,
-31.703838,115.803126
-31.690544,115.717642
-31.636606,115.699408
-31.54754,115.636977
-28.774261,114.611124
-31.741307,115.739513
-31.74396499,115.763926
-31.712872,115.789696
-28.809413,114.632461
-24.88271299,113.657552
-17.952535,122.228329
-31.862123,115.829115
-31.800178,115.796545
-31.768451,115.819692
-31.81717,115.824094
-31.777324,115.756172
-31.805976,115.755908
-31.876792,115.778925
-31.844767,115.812405
-17.306821,123.636811
-31.857725,115.924766
-31.910332,115.84744
-31.87536,115.896618
-31.831298,115.852845
-31.847562,115.906139
-31.918305,115.838919
-31.897945,115.900172
-31.895522,115.871773
-31.871462,115.85996
-31.87036,115.945759
-31.95493,115.857536
-31.901609,115.797974
-20.311414,118.608495
-31.973837,115.898791
-31.997931,115.762961
-31.938816,115.792229
-31.953337,115.860314
-31.94433198,115.823431
-20.67679199,117.141778
-20.736618,116.845956
-31.984492,116.064106
-31.901544,116.163856
-31.653459,116.671736
-31.889711,116.009016
-31.986839,116.009864
-31.965416,115.93488
-31.890676,116.008973
-23.355622,119.730775
-31.781358,115.96764
-31.77706,115.988121
-34.90162486,117.8051499
-32.038512,115.77649
-32.034001,115.838084
-32.049191,115.793739
-32.098609,115.783056
-35.0183,117.884999
-32.074111,115.759753
-34.99159,117.875001
-32.080971,115.080971
-33.337153,115.641035
-32.103101,115.762762
-32.05328,115.955728
-32.056918,115.879304
-30.757326,121.461677
-31.208766,121.6176
-32.018718,115.935661
-32.051671,115.978711
-32.088926,115.917811
-32.002399,115.922112
-32.063627,115.858227
-32.038818,115.903659
-32.127148,115.926715
-32.116028,116.015572
-32.15735,115.861082
-32.24683,115.812296
-32.089731,115.943126
-32.150365,116.015844
-33.85902,121.890353
-32.128928,115.85242
-32.262475,115.815892
-32.2213756,116.0026942
-32.33432,115.814009
-32.407715,115.758853
-32.533344,115.719133
-32.346558,115.762661
-32.536697,115.7419
-32.583867,115.661252
-32.289781,115.744936
-32.283144,115.73693
-32.520967,115.752758
-32.447201,115.764857
-33.357509,116.153657
-33.278937,115.741642
-33.33653,115.66351
-33.686706,117.560277
-33.31962,115.720652
-33.952305,115.074652
-33.64917716,115.3453785
-33.398258,115.634762
-34.238384,116.149975
-33.337153,115.641035
,
-33.8701,151.208267
-33.867867,151.205784
-33.894652,151.205006
-33.873667,151.215488
-33.864935,151.206521
-33.866809,151.20703
-33.883616,151.2064
-33.881461,151.203209
-33.879074,151.19359
-33.86113,151.171249
-33.870603,151.2248
-33.882573,151.216238
-33.898315,151.181744
-33.881945,151.227793
-33.889104,151.275674
-33.91525,151.241056
-33.905907,151.204171
-33.92049097,151.254401
-33.86997,151.269346
-33.874378,151.222599
-33.797094,151.180894
-33.859073,151.092555
-33.953857,151.034294
-33.822164,151.133659
-33.802754,150.955662
-33.744865,151.030533
-33.736183,150.950775
-33.817495,151.00133
-33.825127,151.20974
-33.84612,151.21299
-35.24363,149.044924
-34.05367497,151.152418
-34.015944,151.065627
-33.93873597,151.11462
-33.95152699,151.24939
-35.161106,149.139834
-35.200811,149.149144
-27.481255,153.023462
-27.439019,153.065555
-27.453562,153.014309
-27.975869,153.419254
-28.08983,153.45052
-37.818734,144.954107
-37.809845,144.961306
-37.816693,144.964564
-37.826651,144.95967
-37.810428,144.962816
-37.81612,144.95602
-37.820628,144.950013
-37.8178714,144.965757
-37.8138952,144.9660948
-37.868338,144.991199
-37.70723799,144.93832
-37.820481,145.035761
-37.84830096,145.005342
-37.758016,144.963894
-37.855993,145.022877
-37.973855,145.016684
-37.863091,145.010231
-37.858977,144.977686
-33.93597,151.06963
